"","h16_g3","h16_g4","h16_g6","h16_eco9","h16_reg7","p1602_8aq1"
"4488",1,1977,5,510,5,NA
"4489",2,1976,5,429,5,150
"4490",1,2004,5,NA,5,NA
"4491",1,2008,3,NA,5,NA
"4492",1,2010,3,NA,5,NA
"4493",2,1942,4,NA,5,NA
"4494",1,1948,5,NA,1,NA
"4495",1,1982,7,320,1,542
"4496",2,1991,6,320,1,0
"4497",1,2019,1,NA,1,NA
"4498",1,1973,5,141,3,368
"4499",2,1973,5,NA,3,NA
"4500",2,1996,5,NA,3,NA
"4501",2,1958,3,NA,5,NA
"4502",1,1985,4,NA,5,NA
"4503",1,1971,7,211,5,833
"4504",2,1972,7,NA,5,NA
"4505",1,2006,4,NA,5,NA
"4506",2,2008,3,NA,5,NA
"4507",1,1969,7,531,5,256
"4508",2,1968,5,NA,5,NA
"4509",2,1995,7,NA,5,NA
"4510",1,1997,7,NA,5,NA
"4511",1,1965,6,151,5,NA
"4512",2,1968,5,510,5,83
"4513",2,1992,6,399,5,80
"4514",1,2000,5,NA,5,NA
"4515",1,1964,7,510,5,400
"4516",2,1969,6,NA,5,NA
"4517",1,1997,7,NA,5,NA
"4518",1,1971,7,132,5,1241
"4519",2,1973,6,532,5,170
"4520",1,1997,7,NA,5,NA
"4521",2,2001,7,NA,5,NA
"4522",1,1967,7,141,5,597
"4523",2,1971,7,952,5,80
"4524",2,1997,7,NA,5,NA
"4525",2,2000,7,NA,5,NA
"4526",1,1965,4,930,5,251
"4527",2,1967,5,NA,5,NA
"4528",1,1996,6,NA,5,NA
"4529",1,1974,7,411,3,617
"4530",2,1977,6,NA,3,NA
"4531",2,2007,4,NA,3,NA
"4532",1,2015,1,NA,3,NA
"4533",2,2015,1,NA,3,NA
"4534",1,1947,3,953,3,NA
"4535",2,1954,3,953,3,NA
"4536",2,1975,5,953,3,NA
"4537",1,1965,7,231,3,816
"4538",2,1967,7,NA,3,NA
"4539",1,1994,7,141,3,239
"4540",1,2013,3,NA,3,NA
"4541",2,1992,7,431,3,225
"4542",1,1992,7,854,3,595
"4543",2,1942,3,NA,3,NA
"4544",1,1969,5,783,3,NA
"4545",2,1973,5,421,3,180
"4546",2,2007,4,NA,3,NA
"4547",1,1951,5,NA,3,NA
"4548",1,1989,5,314,3,263
"4549",1,1983,5,441,3,NA
"4550",1,1955,5,521,3,NA
"4551",2,1954,7,521,3,NA
"4552",2,1981,7,399,3,25
"4553",1,1979,5,854,3,443
"4554",2,1979,6,243,3,243
"4555",1,2007,4,NA,3,NA
"4556",1,2011,3,NA,3,NA
"4557",1,2014,1,NA,3,NA
"4558",1,1976,5,232,3,1061
"4559",2,1980,7,NA,3,NA
"4560",2,1962,6,NA,3,NA
"4561",2,2000,7,NA,3,NA
"4562",2,1992,8,399,3,421
"4563",1,1991,8,312,3,421
"4564",2,1958,3,941,3,212
"4565",1,1974,5,743,3,NA
"4566",2,1979,7,313,3,NA
"4567",1,2008,3,NA,3,NA
"4568",2,1959,5,421,3,115
"4569",2,1985,7,259,3,220
"4570",1,1960,5,NA,3,NA
"4571",2,1965,4,NA,3,NA
"4572",1,1988,7,799,3,250
"4573",1,1949,4,611,3,NA
"4574",2,1954,4,611,3,NA
"4575",1,1987,6,999,3,233
"4576",1,1959,5,874,1,NA
"4577",2,1966,4,NA,1,NA
"4578",2,1988,6,314,1,250
"4579",1,1960,4,873,3,NA
"4580",2,1964,4,441,3,253
"4581",1,1992,6,799,3,310
"4582",2,1936,3,NA,3,NA
"4583",1,1937,3,NA,4,NA
"4584",2,1943,2,NA,4,NA
"4585",2,1958,5,510,3,304
"4586",1,1987,7,235,3,375
"4587",1,1985,7,233,3,302
"4588",1,1945,3,NA,3,NA
"4589",2,1950,3,NA,3,NA
"4590",1,1978,6,312,3,821
"4591",2,1978,6,247,3,220
"4592",1,2008,3,NA,3,NA
"4593",1,2010,3,NA,3,NA
"4594",2,2012,3,NA,3,NA
"4595",2,1940,2,NA,3,NA
"4596",2,1982,4,NA,3,NA
"4597",1,2005,4,NA,3,NA
"4598",2,1950,4,NA,3,NA
"4599",1,1949,4,NA,3,NA
"4600",1,1974,3,NA,3,NA
"4601",1,1963,7,153,3,NA
"4602",2,1941,3,NA,3,NA
"4603",2,1975,5,999,3,NA
"4604",2,1971,5,432,3,NA
"4605",2,1967,5,NA,1,NA
"4606",2,1994,7,NA,1,NA
"4607",2,1937,3,NA,3,NA
"4608",2,1957,3,952,3,178
"4609",2,1983,5,422,3,NA
"4610",1,1983,6,311,3,358
"4611",2,2012,3,NA,3,NA
"4612",1,1985,7,252,4,355
"4613",1,1953,5,NA,3,NA
"4614",2,1959,4,999,3,70
"4615",2,1984,7,311,3,167
"4616",1,1986,7,999,3,125
"4617",1,1986,7,999,3,135
"4618",2,1937,2,NA,3,NA
"4619",2,1946,2,NA,3,NA
"4620",1,1934,3,NA,3,NA
"4621",1,1955,5,NA,3,NA
"4622",1,1944,4,NA,3,NA
"4623",2,1945,4,NA,3,NA
"4624",1,1989,6,NA,3,NA
"4625",2,1972,5,248,3,NA
"4626",1,1970,5,510,3,350
"4627",2,1936,4,NA,3,NA
"4628",2,1957,4,999,3,NA
"4629",1,1949,3,611,3,NA
"4630",2,1960,4,NA,3,NA
"4631",1,1951,4,941,3,80
"4632",2,1954,3,NA,3,NA
"4633",2,1939,2,NA,3,NA
"4634",1,1961,4,NA,3,NA
"4635",2,1935,2,NA,3,NA
"4636",2,1934,3,NA,3,NA
"4637",2,1950,5,429,3,300
"4638",1,1937,4,NA,3,NA
"4639",1,1952,4,NA,3,NA
"4640",2,1955,4,NA,3,NA
"4641",1,1972,5,312,3,361
"4642",2,1974,5,NA,3,NA
"4643",1,2001,7,NA,3,NA
"4644",1,1959,5,873,3,330
"4645",2,1962,5,NA,3,NA
"4646",1,1994,5,NA,3,NA
"4647",1,1963,7,NA,3,NA
"4648",2,1962,7,312,3,610
"4649",1,1991,8,NA,3,NA
"4650",2,1995,7,243,2,342
"4651",1,1961,5,921,3,885
"4652",2,1965,5,NA,3,NA
"4653",1,1992,7,NA,3,NA
"4654",1,1959,3,NA,3,NA
"4655",2,1965,3,NA,3,NA
"4656",2,1989,7,312,1,385
"4657",2,1991,7,314,1,228
"4658",1,1953,3,743,4,227
"4659",2,1958,3,NA,4,NA
"4660",1,1982,7,743,4,218
"4661",1,1955,5,NA,3,NA
"4662",2,1957,4,441,3,130
"4663",2,1982,6,243,3,458
"4664",1,1982,7,313,3,417
"4665",2,2011,3,NA,3,NA
"4666",1,2014,1,NA,3,NA
"4667",1,2016,1,NA,3,NA
"4668",2,1954,3,NA,3,NA
"4669",2,1949,3,421,4,65
"4670",1,1948,3,NA,3,NA
"4671",2,1950,3,NA,3,NA
"4672",1,1976,7,311,3,438
"4673",2,1978,8,253,3,240
"4674",2,2012,3,NA,3,NA
"4675",2,2013,3,NA,3,NA
"4676",2,2018,1,NA,3,NA
"4677",2,1982,6,132,3,750
"4678",1,1980,7,132,3,417
"4679",2,2008,3,NA,3,NA
"4680",1,2015,1,NA,3,NA
"4681",1,1940,5,999,3,30
"4682",2,1944,4,999,3,30
"4683",1,1969,5,159,3,310
"4684",2,1972,5,521,3,72
"4685",2,2000,7,521,3,80
"4686",1,2009,3,NA,3,NA
"4687",1,1957,5,NA,3,NA
"4688",1,1985,7,751,3,215
"4689",1,1976,7,411,3,578
"4690",2,1976,7,259,3,209
"4691",2,2004,5,NA,3,NA
"4692",1,2012,3,NA,3,NA
"4693",1,1972,5,743,3,583
"4694",2,1972,5,NA,3,NA
"4695",2,1949,4,NA,3,NA
"4696",1,1975,7,231,3,751
"4697",2,1978,6,952,3,229
"4698",1,2006,4,NA,3,NA
"4699",2,2007,4,NA,3,NA
"4700",2,1966,4,NA,3,NA
"4701",1,1989,7,799,3,255
"4702",2,1987,7,NA,3,NA
"4703",1,1989,7,312,3,592
"4704",2,2015,1,NA,3,NA
"4705",2,2019,1,NA,3,NA
"4706",1,1973,5,312,3,561
"4707",2,1974,5,521,3,NA
"4708",2,2001,7,NA,3,NA
"4709",1,2004,5,NA,3,NA
"4710",1,1955,5,NA,3,NA
"4711",2,1961,5,NA,3,NA
"4712",1,1997,6,NA,3,NA
"4713",1,1970,8,312,3,1015
"4714",2,1975,6,NA,3,NA
"4715",2,2003,5,NA,3,NA
"4716",1,2007,4,NA,3,NA
"4717",1,1962,5,312,3,764
"4718",2,1964,5,NA,3,NA
"4719",2,1989,7,311,2,75
"4720",1,1986,7,111,2,600
"4721",2,2017,1,NA,2,NA
"4722",1,2019,1,NA,2,NA
"4723",2,1994,7,286,1,308
"4724",1,1963,5,312,3,710
"4725",2,1967,5,NA,3,NA
"4726",1,1995,7,313,3,217
"4727",1,1991,7,313,2,483
"4728",1,1967,7,235,3,663
"4729",2,1970,7,421,3,185
"4730",1,1999,7,NA,3,NA
"4731",2,2002,7,NA,3,NA
"4732",1,1960,5,753,4,952
"4733",2,1961,5,611,4,NA
"4734",2,1985,7,252,3,310
"4735",1,1980,7,312,3,358
"4736",2,2013,3,NA,3,NA
"4737",2,2014,1,NA,3,NA
"4738",1,1974,6,941,3,NA
"4739",2,1976,5,NA,3,NA
"4740",1,2003,5,NA,3,NA
"4741",1,2005,4,NA,3,NA
"4742",1,2012,3,NA,3,NA
"4743",1,1962,5,841,3,769
"4744",2,1964,5,NA,3,NA
"4745",1,1994,6,831,3,406
"4746",1,1963,5,841,3,610
"4747",2,1967,5,441,3,250
"4748",2,1995,7,273,3,201
"4749",1,1969,5,841,3,927
"4750",2,1971,5,NA,3,NA
"4751",2,1998,7,NA,3,NA
"4752",1,1962,6,141,3,927
"4753",2,1962,5,NA,3,NA
"4754",2,1988,7,NA,3,NA
"4755",1,1991,8,211,5,325
"4756",1,1974,5,312,3,946
"4757",2,1978,6,NA,3,NA
"4758",2,2005,4,NA,3,NA
"4759",1,2006,4,NA,3,NA
"4760",1,1952,4,841,3,274
"4761",2,1957,4,NA,3,NA
"4762",1,1963,6,236,3,1017
"4763",2,1964,5,442,3,NA
"4764",2,1995,6,159,3,NA
"4765",1,1988,7,399,3,445
"4766",2,1988,7,320,3,710
"4767",2,2016,1,NA,3,NA
"4768",2,2019,1,NA,3,NA
"4769",2,1948,4,NA,3,NA
"4770",1,1961,4,236,3,743
"4771",2,1963,3,721,3,182
"4772",1,1990,7,141,2,300
"4773",2,1989,8,NA,2,NA
"4774",2,2018,1,NA,2,NA
"4775",2,1985,7,231,1,240
"4776",1,1961,5,742,3,677
"4777",2,1959,5,611,3,NA
"4778",2,1992,7,NA,3,NA
"4779",1,1980,6,312,3,318
"4780",2,1981,6,510,3,NA
"4781",1,2011,3,NA,3,NA
"4782",1,2013,3,NA,3,NA
"4783",1,1952,3,910,3,205
"4784",2,1956,4,NA,3,NA
"4785",1,1983,6,510,3,263
"4786",2,1950,4,951,3,50
"4787",1,1959,5,873,3,NA
"4788",2,1963,5,247,3,222
"4789",1,1991,7,412,3,400
"4790",1,1958,5,930,3,250
"4791",2,1963,5,NA,3,NA
"4792",1,1993,7,111,3,275
"4793",1,1955,5,611,3,NA
"4794",2,1958,5,521,3,NA
"4795",1,1983,7,320,3,440
"4796",2,1985,6,NA,3,NA
"4797",1,2017,1,NA,3,NA
"4798",1,2019,1,NA,3,NA
"4799",1,1939,2,941,3,30
"4800",1,1945,4,NA,3,NA
"4801",1,1962,5,753,3,843
"4802",2,1964,5,274,3,215
"4803",2,1941,3,NA,3,NA
"4804",2,1930,2,NA,3,NA
"4805",1,1944,4,611,3,NA
"4806",2,1956,4,611,3,NA
"4807",2,1981,8,252,3,325
"4808",1,1948,4,611,3,NA
"4809",2,1953,3,611,3,NA
"4810",1,1975,6,312,4,343
"4811",2,1980,6,429,4,42
"4812",1,2009,3,NA,4,NA
"4813",1,2011,3,NA,4,NA
"4814",1,2013,3,NA,4,NA
"4815",1,1944,3,941,3,48
"4816",2,1952,3,951,3,68
"4817",2,1963,4,951,3,NA
"4818",1,1957,5,NA,3,NA
"4819",1,1989,6,899,3,266
"4820",1,1963,4,873,3,NA
"4821",2,1969,4,930,3,193
"4822",2,1990,6,313,3,280
"4823",1,1954,5,611,3,NA
"4824",2,1955,4,611,3,NA
"4825",1,1980,6,611,3,40
"4826",2,1983,7,312,3,352
"4827",1,1940,2,611,3,NA
"4828",2,1949,2,611,3,NA
"4829",2,1979,6,NA,3,NA
"4830",2,1928,2,NA,3,NA
"4831",1,1939,3,611,3,NA
"4832",2,1943,2,611,3,NA
"4833",2,1938,3,NA,3,NA
"4834",2,1946,3,611,3,NA
"4835",2,1969,6,930,3,233
"4836",1,1992,5,930,3,273
"4837",1,1993,5,930,3,280
"4838",2,1950,5,NA,3,NA
"4839",1,2009,3,NA,3,NA
"4840",1,1980,7,254,2,NA
"4841",2,1982,7,NA,2,NA
"4842",1,2010,3,NA,2,NA
"4843",2,2012,3,NA,2,NA
"4844",1,1957,5,873,2,155
"4845",2,1957,3,NA,1,NA
"4846",1,1966,5,832,2,269
"4847",2,1975,5,NA,2,NA
"4848",1,2001,6,NA,2,NA
"4849",1,1937,2,NA,2,NA
"4850",2,1940,3,NA,2,NA
"4851",1,1956,5,NA,2,NA
"4852",2,1960,4,NA,2,NA
"4853",1,1985,6,873,2,654
"4854",2,1986,6,NA,2,NA
"4855",1,2010,3,NA,2,NA
"4856",1,2012,3,NA,2,NA
"4857",1,2017,1,NA,2,NA
"4858",1,1954,7,NA,2,NA
"4859",2,1958,5,NA,2,NA
"4860",1,1982,5,930,2,NA
"4861",1,1944,7,NA,2,NA
"4862",2,1949,5,NA,2,NA
"4863",2,1953,4,953,2,90
"4864",1,1961,5,753,2,NA
"4865",2,1963,5,951,2,NA
"4866",1,1990,7,NA,2,NA
"4867",1,1947,5,NA,2,NA
"4868",2,1964,5,952,2,191
"4869",1,1928,3,NA,2,NA
"4870",2,1936,2,NA,2,NA
"4871",1,1947,5,NA,2,NA
"4872",2,1948,4,NA,2,NA
"4873",1,1943,5,NA,2,NA
"4874",2,1952,5,NA,2,NA
"4875",2,1949,5,NA,2,NA
"4876",1,1966,5,875,2,204
"4877",1,1996,6,312,2,212
"4878",1,1973,5,730,2,NA
"4879",2,1975,5,253,2,148
"4880",2,2004,5,NA,2,NA
"4881",1,2007,4,NA,2,NA
"4882",1,1979,8,252,2,438
"4883",2,1981,8,NA,2,NA
"4884",2,2019,1,NA,2,NA
"4885",2,1949,2,941,2,101
"4886",1,1957,4,611,2,NA
"4887",2,1963,5,611,2,NA
"4888",2,1990,7,254,2,70
"4889",1,1993,6,930,2,327
"4890",2,1938,3,NA,2,NA
"4891",1,1991,6,521,2,251
"4892",1,1949,3,910,2,259
"4893",1,1951,3,942,2,215
"4894",2,1955,4,941,2,139
"4895",1,1978,7,NA,2,NA
"4896",2,1948,3,NA,2,NA
"4897",1,1952,5,873,2,223
"4898",2,1959,5,441,2,275
"4899",2,1992,7,NA,2,NA
"4900",1,1975,9,251,5,1308
"4901",2,1974,9,251,5,1068
"4902",1,1945,3,NA,2,NA
"4903",2,1947,3,NA,2,NA
"4904",1,1971,5,863,2,390
"4905",1,1977,7,799,2,260
"4906",1,1964,4,799,2,321
"4907",2,1969,5,NA,2,NA
"4908",2,2004,5,NA,2,NA
"4909",1,1964,7,722,2,NA
"4910",2,1970,5,722,2,NA
"4911",2,2004,5,NA,2,NA
"4912",1,1962,5,532,2,NA
"4913",2,1966,5,532,2,275
"4914",1,1991,7,NA,2,NA
"4915",1,1994,7,312,2,NA
"4916",1,1983,5,941,2,NA
"4917",1,1949,3,NA,2,NA
"4918",2,1950,3,NA,2,NA
"4919",1,1975,7,NA,2,NA
"4920",1,1938,3,NA,2,NA
"4921",1,1936,3,NA,2,NA
"4922",1,1966,5,431,2,264
"4923",1,1973,5,899,2,317
"4924",2,1975,5,313,2,202
"4925",1,2005,4,NA,2,NA
"4926",2,1946,3,NA,2,NA
"4927",2,1953,2,NA,2,NA
"4928",1,1961,6,910,2,NA
"4929",2,1961,5,NA,2,NA
"4930",2,1987,5,NA,2,NA
"4931",2,1936,6,NA,2,NA
"4932",1,1942,4,NA,2,NA
"4933",2,1942,3,NA,2,NA
"4934",1,1953,5,941,2,200
"4935",2,1959,5,NA,2,NA
"4936",1,1983,6,222,2,307
"4937",1,1963,4,873,2,540
"4938",2,1968,5,999,2,180
"4939",1,1992,7,231,2,316
"4940",2,1973,5,152,2,NA
"4941",1,1975,5,432,2,NA
"4942",2,1960,4,248,2,NA
"4943",2,2001,5,NA,2,NA
"4944",1,1963,3,721,2,NA
"4945",1,1958,5,783,2,NA
"4946",2,1965,4,941,2,110
"4947",2,1989,7,285,2,305
"4948",2,1991,6,246,2,303
"4949",2,1997,6,313,2,240
"4950",1,1960,5,861,2,250
"4951",2,1933,3,NA,2,NA
"4952",1,1952,3,NA,2,NA
"4953",2,1960,5,NA,2,NA
"4954",1,1957,5,NA,2,NA
"4955",1,1944,2,NA,2,NA
"4956",1,1953,4,NA,2,NA
"4957",1,1990,5,922,2,200
"4958",1,1957,3,910,2,280
"4959",2,1960,3,952,2,215
"4960",1,1977,8,222,2,568
"4961",2,1978,5,NA,5,NA
"4962",1,1972,5,312,5,392
"4963",2,2011,3,NA,5,NA
"4964",2,2016,1,NA,5,NA
"4965",1,1960,4,873,2,200
"4966",2,1964,4,421,2,80
"4967",1,1988,7,442,2,160
"4968",1,1996,6,442,2,100
"4969",1,1952,5,NA,2,NA
"4970",2,1936,2,NA,2,NA
"4971",1,1973,5,873,2,310
"4972",2,1973,5,399,2,244
"4973",1,1997,5,953,2,165
"4974",2,1999,5,313,2,232
"4975",1,1995,6,NA,2,NA
"4976",2,1966,5,422,2,305
"4977",1,1965,7,782,2,457
"4978",2,1968,7,NA,2,NA
"4979",1,2001,7,NA,2,NA
"4980",1,2004,5,NA,2,NA
"4981",1,1970,5,761,2,NA
"4982",2,1977,6,313,2,262
"4983",2,1998,6,422,2,163
"4984",1,2001,5,NA,2,NA
"4985",2,2003,5,NA,2,NA
"4986",2,1946,3,941,2,70
"4987",2,1982,5,NA,2,NA
"4988",1,1974,5,782,2,593
"4989",1,2008,3,NA,2,NA
"4990",1,2010,3,NA,2,NA
"4991",2,1966,4,941,2,150
"4992",2,1995,6,313,2,230
"4993",1,1997,5,441,2,120
"4994",2,1938,2,NA,2,NA
"4995",1,1974,5,710,2,440
"4996",1,1944,5,NA,6,NA
"4997",2,1952,3,421,6,80
"4998",2,1948,3,941,2,135
"4999",1,1970,5,873,2,200
"5000",1,1975,5,999,2,200
"5001",1,1935,4,521,2,NA
"5002",2,1939,3,NA,2,NA
"5003",1,1939,4,NA,2,NA
"5004",2,1942,3,930,2,27
"5005",1,1967,4,772,2,250
"5006",2,1977,5,NA,2,NA
"5007",1,1969,5,862,2,313
"5008",1,2009,3,NA,2,NA
"5009",1,2010,3,NA,2,NA
"5010",1,1942,3,941,2,30
"5011",2,1955,3,941,2,160
"5012",1,1974,5,312,2,261
"5013",2,1964,5,NA,2,NA
"5014",2,1970,4,NA,2,NA
"5015",1,2000,5,NA,2,NA
"5016",1,1965,7,612,2,284
"5017",2,1965,6,941,2,270
"5018",1,1996,6,953,2,64
"5019",2,1992,6,313,2,0
"5020",1,1991,6,222,2,403
"5021",1,1959,5,NA,2,NA
"5022",2,1968,5,941,2,210
"5023",2,1989,7,510,2,210
"5024",2,1992,6,286,2,178
"5025",2,1947,3,NA,2,NA
"5026",2,1975,5,NA,2,NA
"5027",1,2000,5,922,2,NA
"5028",1,1972,5,781,2,NA
"5029",1,2011,3,NA,2,NA
"5030",1,2013,3,NA,2,NA
"5031",2,1999,5,953,2,110
"5032",1,1926,2,NA,2,NA
"5033",2,1934,2,NA,2,NA
"5034",2,1997,5,NA,2,NA
"5035",2,1944,3,NA,2,NA
"5036",1,2015,1,NA,2,NA
"5037",2,1943,4,NA,2,NA
"5038",1,1938,5,NA,2,NA
"5039",1,1959,5,753,2,213
"5040",2,1960,5,NA,2,NA
"5041",1,1988,5,761,2,289
"5042",1,1953,4,942,2,181
"5043",2,1960,4,941,2,220
"5044",1,1982,7,710,2,229
"5045",1,1965,7,273,2,NA
"5046",2,1967,8,247,2,NA
"5047",1,1995,6,312,2,225
"5048",2,1940,3,NA,2,NA
"5049",1,1947,4,941,2,27
"5050",2,1952,3,951,2,NA
"5051",2,1967,5,442,2,NA
"5052",1,1937,4,NA,2,NA
"5053",2,1941,3,NA,2,NA
"5054",2,1951,3,NA,2,NA
"5055",2,1971,5,231,2,931
"5056",1,1995,5,771,2,NA
"5057",1,1997,7,314,2,NA
"5058",1,1955,4,873,2,NA
"5059",2,1961,4,NA,2,NA
"5060",1,1991,5,442,2,247
"5061",2,1949,3,999,2,12
"5062",1,1978,6,442,2,144
"5063",2,1973,7,245,1,340
"5064",1,1971,7,254,1,NA
"5065",2,2007,4,NA,1,NA
"5066",2,2009,3,NA,1,NA
"5067",1,1967,7,252,2,611
"5068",2,1969,5,441,2,244
"5069",2,1995,6,521,2,240
"5070",1,1998,7,NA,2,NA
"5071",1,1952,4,783,2,NA
"5072",2,1960,4,951,2,113
"5073",2,1983,6,313,2,385
"5074",1,1979,6,412,2,411
"5075",1,2011,3,NA,2,NA
"5076",2,2016,1,NA,2,NA
"5077",1,2016,1,NA,2,NA
"5078",2,1984,5,422,2,NA
"5079",1,1980,5,510,2,NA
"5080",1,2016,1,NA,2,NA
"5081",1,2018,1,NA,2,NA
"5082",1,1953,5,NA,3,NA
"5083",1,1980,5,NA,2,NA
"5084",2,1951,3,421,2,67
"5085",1,1974,5,852,2,352
"5086",2,1975,5,NA,2,NA
"5087",1,2002,5,NA,2,NA
"5088",2,2012,3,NA,2,NA
"5089",1,1963,4,753,2,NA
"5090",2,1971,4,NA,2,NA
"5091",2,1993,5,531,2,195
"5092",1,1952,4,941,2,163
"5093",2,1953,4,941,2,170
"5094",1,1971,7,312,2,386
"5095",2,1948,3,NA,2,NA
"5096",2,1954,3,NA,2,NA
"5097",2,1945,3,NA,2,NA
"5098",2,1952,3,NA,2,NA
"5099",2,1979,5,442,5,110
"5100",2,2012,3,NA,5,NA
"5101",1,2017,1,NA,5,NA
"5102",1,1972,5,611,4,NA
"5103",2,1966,6,611,4,NA
"5104",1,2007,4,NA,4,NA
"5105",2,2011,3,NA,4,NA
"5106",1,1942,5,NA,2,NA
"5107",1,1987,9,131,2,200
"5108",2,1987,7,314,2,231
"5109",2,1962,5,NA,2,NA
"5110",1,1969,7,941,2,NA
"5111",2,1975,5,941,2,NA
"5112",2,2000,6,NA,2,NA
"5113",1,2001,5,NA,2,NA
"5114",2,2004,5,NA,2,NA
"5115",2,2006,4,NA,2,NA
"5116",1,1967,9,241,2,1668
"5117",2,1970,7,242,2,130
"5118",1,2000,7,NA,2,NA
"5119",1,1960,7,863,2,327
"5120",2,1961,7,314,2,180
"5121",1,1993,7,864,2,613
"5122",2,1995,7,245,2,224
"5123",1,1952,6,799,2,200
"5124",2,1957,5,NA,2,NA
"5125",2,1979,7,930,2,NA
"5126",1,1976,7,312,2,500
"5127",2,2008,3,NA,2,NA
"5128",2,2010,3,NA,2,NA
"5129",2,1981,7,NA,2,NA
"5130",1,1982,7,431,2,303
"5131",2,2015,1,NA,2,NA
"5132",1,1963,7,141,2,844
"5133",2,1966,7,NA,2,NA
"5134",2,1993,7,312,2,500
"5135",1,1995,7,NA,2,NA
"5136",2,1937,3,NA,2,NA
"5137",1,1975,5,782,2,493
"5138",2,1973,5,953,2,363
"5139",2,2004,5,NA,2,NA
"5140",1,1965,7,NA,2,NA
"5141",2,1967,6,521,2,NA
"5142",2,1997,6,283,2,NA
"5143",1,1960,6,NA,2,NA
"5144",2,1963,7,NA,2,NA
"5145",1,1941,5,NA,2,NA
"5146",2,1947,4,NA,2,NA
"5147",2,1965,5,421,2,195
"5148",1,1956,2,873,2,240
"5149",2,1960,3,NA,2,NA
"5150",1,1963,6,721,2,NA
"5151",2,1965,6,399,2,170
"5152",2,1998,7,246,2,300
"5153",2,2000,6,NA,2,NA
"5154",1,2003,5,NA,2,NA
"5155",1,1965,5,NA,2,NA
"5156",2,2000,6,NA,2,NA
"5157",1,2003,5,NA,2,NA
"5158",2,1973,7,510,2,450
"5159",1,1934,3,NA,2,NA
"5160",2,1938,3,NA,2,NA
"5161",1,1971,7,873,2,NA
"5162",2,1972,6,NA,2,NA
"5163",2,1999,7,NA,2,NA
"5164",2,2000,7,NA,2,NA
"5165",1,1971,5,772,1,420
"5166",2,1971,6,391,1,111
"5167",2,2004,5,NA,1,NA
"5168",1,1931,6,NA,2,NA
"5169",2,1939,3,NA,2,NA
"5170",1,1968,7,799,2,400
"5171",2,1969,7,NA,2,NA
"5172",1,1998,7,NA,2,NA
"5173",1,2002,5,NA,2,NA
"5174",1,1968,5,159,2,408
"5175",2,1971,5,441,2,108
"5176",2,2000,7,999,2,120
"5177",1,2005,4,NA,2,NA
"5178",2,1930,2,NA,2,NA
"5179",1,1937,5,NA,2,NA
"5180",2,1941,7,NA,2,NA
"5181",2,1971,8,241,6,833
"5182",2,1960,5,611,6,NA
"5183",1,1941,4,NA,5,NA
"5184",1,1971,5,741,2,438
"5185",2,1971,5,521,2,191
"5186",1,1994,5,741,2,256
"5187",2,1996,5,521,2,188
"5188",1,2002,5,NA,2,NA
"5189",1,1963,5,941,2,335
"5190",2,1972,5,864,2,231
"5191",1,1994,5,246,2,153
"5192",1,1996,6,NA,2,NA
"5193",1,1945,3,NA,2,NA
"5194",1,1946,5,NA,2,NA
"5195",1,1978,5,612,2,327
"5196",1,1978,6,441,2,342
"5197",2,1973,6,NA,2,NA
"5198",1,1969,5,442,6,NA
"5199",2,1967,5,952,6,NA
"5200",2,2004,5,NA,6,NA
"5201",1,2006,4,NA,6,NA
"5202",1,1945,3,611,6,NA
"5203",2,1950,3,941,6,90
"5204",1,1969,6,442,2,NA
"5205",2,1965,7,521,2,NA
"5206",2,1994,7,442,2,226
"5207",2,1942,4,NA,2,NA
"5208",1,1975,8,252,2,539
"5209",2,1975,8,252,2,599
"5210",2,2008,3,NA,2,NA
"5211",2,2011,3,NA,2,NA
"5212",1,1959,4,521,2,400
"5213",2,1964,4,NA,2,NA
"5214",1,1987,6,NA,2,NA
"5215",2,1932,3,NA,2,NA
"5216",1,1950,3,NA,2,NA
"5217",2,1948,3,421,2,70
"5218",2,1978,7,311,2,523
"5219",1,1980,8,235,2,392
"5220",1,2014,1,NA,2,NA
"5221",2,2015,1,NA,2,NA
"5222",2,1942,2,NA,2,NA
"5223",2,1981,8,259,2,80
"5224",1,1981,6,312,2,610
"5225",1,2012,3,NA,2,NA
"5226",2,2017,1,NA,2,NA
"5227",2,1974,5,313,2,260
"5228",2,2002,5,NA,2,NA
"5229",2,1980,8,223,1,598
"5230",1,1947,5,NA,2,NA
"5231",2,1944,5,NA,2,NA
"5232",2,1967,5,521,2,145
"5233",1,1991,5,730,2,250
"5234",2,1942,3,NA,2,NA
"5235",1,1967,5,941,2,104
"5236",1,1958,3,721,2,NA
"5237",2,1962,5,721,2,NA
"5238",1,1990,6,799,2,258
"5239",2,1995,7,NA,2,NA
"5240",2,1971,5,422,2,NA
"5241",1,1993,7,399,2,250
"5242",1,2001,6,999,2,NA
"5243",1,2006,4,NA,2,NA
"5244",1,1968,8,251,2,170
"5245",2,1973,8,252,2,673
"5246",2,2003,5,NA,2,NA
"5247",1,1954,7,159,2,250
"5248",2,1959,7,NA,2,NA
"5249",1,1990,7,111,2,750
"5250",1,1986,7,313,2,418
"5251",2,1986,7,314,2,292
"5252",1,1928,4,NA,2,NA
"5253",2,1938,3,NA,2,NA
"5254",1,1973,7,239,2,412
"5255",2,1978,6,952,2,113
"5256",1,2004,5,NA,2,NA
"5257",2,2007,4,NA,2,NA
"5258",1,1974,6,273,2,358
